return_id,order_id,return_date,returned_quantity,return_reason,refund_amount,responsibility,is_resalable
RT0003796,O00046394,2026-04-26,1,物流延迟,1062.3,物流,否
RT0003797,O00046396,2026-05-07,1,质量问题,737.64,商品/运营,否
RT0003798,O00046399,2026-05-26,1,物流延迟,1402.02,物流,否
RT0003799,O00046402,2025-10-21,4,物流延迟,7220.85,物流,是
RT0003800,O00046407,2025-09-22,1,无理由退货,1104.78,商品/运营,是
RT0003801,O00046420,2025-09-03,2,无理由退货,2674.59,商品/运营,是
RT0003802,O00046423,2025-08-09,1,物流延迟,886.32,物流,是
RT0003803,O00046446,2026-03-08,3,无理由退货,6705.4,商品/运营,是
RT0003804,O00046496,2026-01-18,5,物流延迟,6818.22,物流,是
RT0003805,O00046499,2026-06-30,3,物流延迟,3529.01,物流,是
RT0003806,O00046521,2026-04-14,3,商品破损,5858.75,物流,是
RT0003807,O00046532,2025-08-16,1,无理由退货,1779.82,商品/运营,否
RT0003808,O00046534,2026-01-07,2,无理由退货,1095.64,商品/运营,否
RT0003809,O00046538,2026-05-08,1,物流延迟,535.05,物流,否
RT0003810,O00046567,2025-10-05,3,描述不符,1607.14,商品/运营,否
RT0003811,O00046581,2026-01-02,4,商品破损,9283.92,物流,是
RT0003812,O00046591,2025-10-29,1,描述不符,153.71,商品/运营,是
RT0003813,O00046592,2025-11-04,2,物流延迟,2387.43,物流,是
RT0003814,O00046594,2026-05-30,1,物流延迟,177.31,物流,否
RT0003815,O00046599,2025-09-21,1,尺寸/适配问题,1411.89,商品/运营,是
RT0003816,O00046609,2026-07-26,1,质量问题,1012.81,商品/运营,是
RT0003817,O00046627,2025-11-21,1,商品破损,1193.71,物流,是
RT0003818,O00046640,2025-09-12,2,质量问题,1445.96,商品/运营,是
RT0003819,O00046644,2025-11-22,3,质量问题,3819.89,商品/运营,是
RT0003820,O00046649,2026-07-23,1,无理由退货,994.49,商品/运营,是
RT0003821,O00046665,2026-07-25,3,物流延迟,1502.77,物流,否
RT0003822,O00046666,2025-09-24,1,商品破损,967.89,物流,是
RT0003823,O00046724,2025-10-07,1,商品破损,1143.92,物流,是
RT0003824,O00046725,2025-11-15,2,商品破损,1865.67,物流,否
RT0003825,O00046727,2025-10-23,1,质量问题,2804.88,商品/运营,是
RT0003826,O00046728,2025-12-02,1,质量问题,1066.31,商品/运营,是
RT0003827,O00046734,2026-03-29,3,质量问题,4713.77,商品/运营,是
RT0003828,O00046749,2026-07-19,1,描述不符,645.18,商品/运营,否
RT0003829,O00046758,2026-06-12,1,物流延迟,274.95,物流,是
RT0003830,O00046760,2026-04-20,1,无理由退货,955.54,商品/运营,否
RT0003831,O00046776,2026-02-27,1,描述不符,998.9,商品/运营,是
RT0003832,O00046798,2025-10-06,3,物流延迟,461.13,物流,是
RT0003833,O00046810,2026-08-08,3,描述不符,635.35,商品/运营,否
RT0003834,O00046825,2025-10-03,2,尺寸/适配问题,1722.83,商品/运营,是
RT0003835,O00046831,2026-05-17,2,质量问题,847.88,商品/运营,否
RT0003836,O00046837,2026-01-01,1,商品破损,236.37,物流,是
RT0003837,O00046839,2026-06-08,4,物流延迟,812.48,物流,是
RT0003838,O00046873,2026-04-18,4,物流延迟,3332.64,物流,否
RT0003839,O00046889,2026-02-15,1,质量问题,1269.31,商品/运营,是
RT0003840,O00046907,2025-12-08,1,质量问题,796.97,商品/运营,否
RT0003841,O00046928,2026-04-18,2,尺寸/适配问题,3076.76,商品/运营,是
RT0003842,O00046995,2026-07-16,2,商品破损,1473.28,物流,是
RT0003843,O00047012,2026-03-16,1,商品破损,147.97,物流,是
RT0003844,O00047025,2025-12-28,1,物流延迟,1245.83,物流,是
RT0003845,O00047040,2026-05-05,1,物流延迟,2952.51,物流,是
RT0003846,O00047046,2026-02-01,2,质量问题,2198.74,商品/运营,否
RT0003847,O00047066,2026-03-10,2,物流延迟,703.78,物流,否
RT0003848,O00047067,2025-11-04,2,质量问题,2375.26,商品/运营,是
RT0003849,O00047071,2026-02-15,1,无理由退货,2544.02,商品/运营,是
RT0003850,O00047095,2026-03-16,1,质量问题,833.54,商品/运营,是
RT0003851,O00047105,2026-04-06,1,描述不符,2834.18,商品/运营,是
RT0003852,O00047107,2026-06-10,2,商品破损,1113.72,物流,否
RT0003853,O00047119,2025-12-11,1,质量问题,666.71,商品/运营,否
RT0003854,O00047131,2025-12-12,2,质量问题,2025.21,商品/运营,否
RT0003855,O00047140,2026-04-04,2,无理由退货,1383.24,商品/运营,是
RT0003856,O00047145,2026-07-30,1,质量问题,313.53,商品/运营,是
RT0003857,O00047146,2026-07-05,1,无理由退货,134.54,商品/运营,是
RT0003858,O00047149,2026-02-03,1,描述不符,984.15,商品/运营,是
RT0003859,O00047159,2026-01-23,3,尺寸/适配问题,3399.46,商品/运营,否
RT0003860,O00047172,2025-12-30,1,描述不符,1100.29,商品/运营,否
RT0003861,O00047181,2025-11-22,1,物流延迟,146.4,物流,是
RT0003862,O00047199,2026-03-23,1,物流延迟,254.14,物流,否
RT0003863,O00047226,2025-11-30,2,商品破损,354.62,物流,是
RT0003864,O00047243,2026-03-24,1,描述不符,446.92,商品/运营,否
RT0003865,O00047255,2026-07-21,2,尺寸/适配问题,2025.62,商品/运营,是
RT0003866,O00047284,2025-11-13,3,物流延迟,424.22,物流,是
RT0003867,O00047289,2026-07-25,2,商品破损,3167.49,物流,是
RT0003868,O00047306,2025-10-21,1,物流延迟,993.64,物流,是
RT0003869,O00047312,2025-12-03,3,无理由退货,1737.29,商品/运营,是
RT0003870,O00047314,2026-07-18,1,尺寸/适配问题,1720.08,商品/运营,是
RT0003871,O00047317,2026-07-28,2,无理由退货,1855.66,商品/运营,否
RT0003872,O00047335,2026-02-23,1,质量问题,431.65,商品/运营,是
RT0003873,O00047342,2026-04-11,3,质量问题,1002.6,商品/运营,是
RT0003874,O00047361,2026-05-09,1,商品破损,1173.83,物流,否
RT0003875,O00047370,2026-06-03,1,物流延迟,1484.76,物流,是
RT0003876,O00047372,2026-01-08,2,质量问题,2354.8,商品/运营,是
RT0003877,O00047391,2026-01-01,1,描述不符,961.34,商品/运营,是
RT0003878,O00047395,2025-08-20,1,质量问题,903.07,商品/运营,是
RT0003879,O00047403,2025-09-24,1,物流延迟,491.76,物流,否
RT0003880,O00047404,2026-01-24,2,质量问题,2270.56,商品/运营,是
RT0003881,O00047418,2026-04-21,1,尺寸/适配问题,563.82,商品/运营,是
RT0003882,O00047428,2026-07-02,2,物流延迟,551.84,物流,是
RT0003883,O00047441,2026-02-13,1,质量问题,939.02,商品/运营,是
RT0003884,O00047447,2026-03-08,5,描述不符,3992.15,商品/运营,是
RT0003885,O00047448,2026-01-19,2,物流延迟,400.22,物流,是
RT0003886,O00047465,2026-01-06,2,物流延迟,3434.36,物流,否
RT0003887,O00047467,2025-12-22,1,物流延迟,2155.04,物流,否
RT0003888,O00047500,2025-12-21,1,物流延迟,1931.83,物流,否
RT0003889,O00047535,2025-08-29,4,物流延迟,3871.56,物流,是
RT0003890,O00047546,2026-04-17,3,商品破损,3842.64,物流,是
RT0003891,O00047562,2025-08-27,1,物流延迟,225.69,物流,否
RT0003892,O00047591,2026-05-20,1,物流延迟,2097.38,物流,是
RT0003893,O00047599,2026-01-05,1,物流延迟,277.99,物流,是
RT0003894,O00047601,2026-02-04,1,物流延迟,1775.24,物流,否
RT0003895,O00047607,2026-07-26,1,无理由退货,2370.59,商品/运营,否
RT0003896,O00047620,2026-06-04,2,质量问题,261.98,商品/运营,否
RT0003897,O00047641,2026-07-22,1,无理由退货,571.53,商品/运营,是
RT0003898,O00047642,2026-01-28,3,商品破损,1837.37,物流,是
RT0003899,O00047651,2025-09-16,2,商品破损,1532.02,物流,是
RT0003900,O00047656,2026-07-11,1,无理由退货,2037.84,商品/运营,是
RT0003901,O00047665,2025-11-22,4,物流延迟,1071.2,物流,是
RT0003902,O00047680,2025-10-04,4,质量问题,6291.49,商品/运营,是
RT0003903,O00047691,2025-08-28,1,质量问题,2315.31,商品/运营,是
RT0003904,O00047693,2026-01-14,1,无理由退货,461.94,商品/运营,否
RT0003905,O00047695,2026-04-05,1,商品破损,1952.92,物流,否
RT0003906,O00047696,2026-05-03,2,物流延迟,4270.96,物流,否
RT0003907,O00047711,2026-08-03,1,商品破损,596.3,物流,否
RT0003908,O00047754,2026-01-29,2,质量问题,338.19,商品/运营,否
RT0003909,O00047756,2025-12-07,2,质量问题,2242.22,商品/运营,否
RT0003910,O00047764,2026-03-28,4,质量问题,1937.7,商品/运营,是
RT0003911,O00047768,2026-02-01,2,商品破损,4108.98,物流,是
RT0003912,O00047770,2026-01-21,1,物流延迟,179.34,物流,否
RT0003913,O00047775,2025-09-29,1,物流延迟,1062.3,物流,是
RT0003914,O00047782,2026-06-28,1,物流延迟,1699.59,物流,是
RT0003915,O00047787,2025-11-10,1,商品破损,884.25,物流,是
RT0003916,O00047794,2026-02-26,2,商品破损,2712.91,物流,否
RT0003917,O00047804,2026-07-12,3,物流延迟,2525.67,物流,否
RT0003918,O00047808,2025-11-14,2,物流延迟,2712.91,物流,是
RT0003919,O00047844,2025-09-11,1,质量问题,819.6,商品/运营,是
RT0003920,O00047848,2026-01-18,1,无理由退货,2223.98,商品/运营,是
RT0003921,O00047849,2025-10-01,2,无理由退货,2115.27,商品/运营,是
RT0003922,O00047868,2026-04-04,3,物流延迟,6330.21,物流,否
RT0003923,O00047871,2026-07-07,1,商品破损,619.06,物流,否
RT0003924,O00047875,2026-04-03,2,物流延迟,1962.01,物流,是
RT0003925,O00047896,2026-07-21,1,描述不符,349.5,商品/运营,是
RT0003926,O00047916,2026-01-07,2,尺寸/适配问题,963.54,商品/运营,是
RT0003927,O00047926,2025-12-18,1,物流延迟,291.79,物流,否
RT0003928,O00047944,2026-07-12,2,物流延迟,4227.63,物流,是
RT0003929,O00047956,2026-08-11,3,商品破损,3991.08,物流,是
RT0003930,O00047972,2026-04-07,1,物流延迟,1065.9,物流,否
RT0003931,O00047985,2026-06-09,1,质量问题,151.69,商品/运营,否
RT0003932,O00047989,2026-04-13,3,物流延迟,968.37,物流,是
RT0003933,O00048004,2025-10-05,2,无理由退货,1656.7,商品/运营,是
RT0003934,O00048008,2026-05-05,2,描述不符,508.56,商品/运营,是
RT0003935,O00048009,2026-01-16,2,物流延迟,2497.68,物流,是
RT0003936,O00048014,2026-06-01,2,尺寸/适配问题,358.68,商品/运营,是
RT0003937,O00048017,2026-08-01,1,质量问题,1129.46,商品/运营,是
RT0003938,O00048022,2025-09-11,3,描述不符,4773.24,商品/运营,是
RT0003939,O00048031,2025-12-28,1,无理由退货,1950.97,商品/运营,否
RT0003940,O00048048,2026-05-31,1,描述不符,981.6,商品/运营,否
RT0003941,O00048052,2026-04-18,1,物流延迟,404.16,物流,是
RT0003942,O00048053,2026-03-11,1,物流延迟,520.69,物流,是
RT0003943,O00048077,2026-01-27,2,质量问题,591.72,商品/运营,是
RT0003944,O00048087,2026-06-19,2,物流延迟,4746.18,物流,是
RT0003945,O00048097,2026-01-02,3,质量问题,2950.62,商品/运营,是
RT0003946,O00048115,2026-05-23,1,尺寸/适配问题,450.52,商品/运营,否
RT0003947,O00048141,2026-05-26,2,质量问题,2505.51,商品/运营,是
RT0003948,O00048147,2025-09-02,1,无理由退货,692.78,商品/运营,是
RT0003949,O00048154,2026-06-04,1,物流延迟,295.86,物流,是
RT0003950,O00048164,2025-11-07,1,物流延迟,2457.46,物流,是
RT0003951,O00048183,2025-11-24,3,质量问题,4258.35,商品/运营,是
RT0003952,O00048190,2025-10-26,1,商品破损,104.86,物流,否
RT0003953,O00048196,2026-02-26,1,物流延迟,920.39,物流,是
RT0003954,O00048202,2026-05-21,1,描述不符,1899.7,商品/运营,否
RT0003955,O00048203,2025-11-24,2,无理由退货,1175.28,商品/运营,否
RT0003956,O00048227,2025-08-19,3,物流延迟,1605.06,物流,否
RT0003957,O00048236,2025-10-14,3,描述不符,3711.33,商品/运营,是
RT0003958,O00048243,2026-06-10,1,描述不符,708.87,商品/运营,是
RT0003959,O00048247,2026-06-02,1,无理由退货,1167.77,商品/运营,是
RT0003960,O00048272,2025-11-03,1,无理由退货,1706.1,商品/运营,是
RT0003961,O00048345,2026-07-04,1,质量问题,1686.34,商品/运营,是
RT0003962,O00048360,2026-01-08,2,商品破损,4063.08,物流,是
RT0003963,O00048377,2026-05-28,1,无理由退货,225.46,商品/运营,否
RT0003964,O00048382,2026-02-17,1,无理由退货,268.84,商品/运营,否
RT0003965,O00048384,2026-01-07,1,尺寸/适配问题,117.25,商品/运营,是
RT0003966,O00048386,2025-09-22,2,商品破损,4462.29,物流,否
RT0003967,O00048392,2025-09-07,3,无理由退货,1901.14,商品/运营,是
RT0003968,O00048398,2026-05-09,2,无理由退货,4283.23,商品/运营,否
RT0003969,O00048401,2026-06-09,1,质量问题,1568.77,商品/运营,是
RT0003970,O00048415,2026-05-04,2,质量问题,3472.76,商品/运营,是
RT0003971,O00048428,2026-01-06,1,无理由退货,596.3,商品/运营,是
RT0003972,O00048433,2026-01-09,1,商品破损,207.63,物流,是
RT0003973,O00048435,2025-10-21,6,物流延迟,5684.49,物流,否
RT0003974,O00048444,2026-05-06,3,无理由退货,6342.16,商品/运营,是
RT0003975,O00048453,2026-05-28,1,质量问题,447.94,商品/运营,是
RT0003976,O00048470,2025-09-22,1,尺寸/适配问题,251.49,商品/运营,是
RT0003977,O00048487,2025-09-07,2,描述不符,1522.18,商品/运营,否
RT0003978,O00048502,2026-03-22,2,尺寸/适配问题,2221.97,商品/运营,是
RT0003979,O00048523,2026-05-01,2,物流延迟,1467.06,物流,是
RT0003980,O00048542,2025-10-14,1,描述不符,891.95,商品/运营,是
RT0003981,O00048545,2026-05-01,1,商品破损,1293.97,物流,是
RT0003982,O00048549,2026-05-03,1,质量问题,1779.82,商品/运营,是
RT0003983,O00048565,2026-07-27,1,描述不符,2891.13,商品/运营,是
RT0003984,O00048590,2026-02-22,4,物流延迟,4013.84,物流,否
RT0003985,O00048600,2026-02-01,1,物流延迟,1811.42,物流,是
RT0003986,O00048605,2025-12-11,1,物流延迟,1110.36,物流,是
RT0003987,O00048628,2025-12-24,1,物流延迟,660.18,物流,否
RT0003988,O00048641,2025-11-27,2,商品破损,3021.49,物流,是
RT0003989,O00048647,2025-12-10,2,物流延迟,1987.29,物流,是
RT0003990,O00048651,2026-01-05,4,质量问题,8009.03,商品/运营,否
RT0003991,O00048653,2026-04-25,1,物流延迟,656.27,物流,是
RT0003992,O00048659,2026-01-21,1,描述不符,2834.18,商品/运营,是
RT0003993,O00048662,2026-03-08,2,物流延迟,2142.3,物流,是
RT0003994,O00048663,2025-09-09,2,尺寸/适配问题,2356.86,商品/运营,否
RT0003995,O00048673,2026-01-08,1,物流延迟,1775.24,物流,是
RT0003996,O00048680,2025-10-14,2,质量问题,4415.81,商品/运营,是
RT0003997,O00048688,2026-03-08,1,商品破损,764.63,物流,是
RT0003998,O00048698,2026-02-20,1,质量问题,2770.89,商品/运营,否
RT0003999,O00048699,2026-01-26,1,物流延迟,362.51,物流,是
RT0004000,O00048701,2025-09-24,1,物流延迟,1567.62,物流,是
RT0004001,O00048744,2026-01-27,2,物流延迟,2690.66,物流,是
RT0004002,O00048749,2026-06-06,1,物流延迟,1423.48,物流,否
RT0004003,O00048752,2026-03-13,3,商品破损,6376.9,物流,是
RT0004004,O00048764,2026-07-19,1,尺寸/适配问题,2625.06,商品/运营,是
RT0004005,O00048777,2026-07-08,2,物流延迟,1425.85,物流,是
RT0004006,O00048779,2025-09-29,1,无理由退货,405.36,商品/运营,否
RT0004007,O00048786,2026-04-02,1,质量问题,775.51,商品/运营,是
RT0004008,O00048787,2026-06-12,2,物流延迟,409.38,物流,是
RT0004009,O00048803,2026-07-02,3,质量问题,2052.83,商品/运营,是
RT0004010,O00048811,2025-08-15,2,物流延迟,2676.51,物流,是
RT0004011,O00048825,2026-07-28,1,物流延迟,499.27,物流,是
RT0004012,O00048867,2026-02-01,1,无理由退货,117.84,商品/运营,是
RT0004013,O00048886,2026-03-14,4,尺寸/适配问题,3331.08,商品/运营,是
RT0004014,O00048893,2026-01-13,2,无理由退货,1440.61,商品/运营,是
RT0004015,O00048896,2026-02-22,1,商品破损,923.69,物流,是
RT0004016,O00048942,2026-06-24,5,无理由退货,3716.25,商品/运营,是
RT0004017,O00048943,2025-11-10,1,质量问题,694.54,商品/运营,否
RT0004018,O00048944,2026-08-08,1,描述不符,830.93,商品/运营,是
RT0004019,O00048948,2026-04-01,1,物流延迟,151.36,物流,是
RT0004020,O00048966,2026-02-02,1,物流延迟,1583.74,物流,是
RT0004021,O00048977,2026-01-02,3,物流延迟,7427.14,物流,是
RT0004022,O00048979,2025-12-01,2,无理由退货,259.63,商品/运营,是
RT0004023,O00048982,2026-01-22,2,质量问题,2776.07,商品/运营,是
RT0004024,O00048990,2026-02-05,1,描述不符,725.63,商品/运营,是
RT0004025,O00048996,2025-12-23,3,无理由退货,7250.46,商品/运营,是
RT0004026,O00048998,2025-11-09,5,无理由退货,1061.21,商品/运营,否
RT0004027,O00049004,2026-07-31,2,质量问题,2269.47,商品/运营,否
RT0004028,O00049014,2026-01-10,2,质量问题,1829.74,商品/运营,是
RT0004029,O00049018,2025-08-26,3,质量问题,1753.03,商品/运营,是
RT0004030,O00049033,2025-11-24,1,物流延迟,118.38,物流,是
RT0004031,O00049038,2025-10-06,2,物流延迟,3300.85,物流,否
RT0004032,O00049039,2025-10-05,3,物流延迟,2378.38,物流,否
RT0004033,O00049040,2026-01-22,3,物流延迟,4355.52,物流,否
RT0004034,O00049065,2025-08-15,2,物流延迟,3203.22,物流,是
RT0004035,O00049075,2025-10-30,3,描述不符,2199.17,商品/运营,否
RT0004036,O00049083,2025-10-01,1,尺寸/适配问题,1390.54,商品/运营,否
RT0004037,O00049088,2026-04-06,1,无理由退货,1658.32,商品/运营,是
RT0004038,O00049090,2026-03-25,1,物流延迟,851.66,物流,否
RT0004039,O00049104,2025-10-10,1,商品破损,104.86,物流,是
RT0004040,O00049108,2025-08-28,2,无理由退货,442.76,商品/运营,是
RT0004041,O00049113,2026-05-08,2,物流延迟,4294.06,物流,是
RT0004042,O00049141,2026-04-11,2,描述不符,1557.24,商品/运营,否
RT0004043,O00049143,2026-06-18,1,尺寸/适配问题,1320.47,商品/运营,是
RT0004044,O00049165,2025-09-11,1,商品破损,548.33,物流,是
RT0004045,O00049173,2026-01-20,4,无理由退货,4196.45,商品/运营,是
RT0004046,O00049194,2025-12-10,3,物流延迟,3210.06,物流,是
RT0004047,O00049222,2026-02-12,1,物流延迟,1699.59,物流,否
RT0004048,O00049234,2026-01-09,1,质量问题,1247.13,商品/运营,否
RT0004049,O00049235,2025-12-04,1,商品破损,2022.95,物流,否
RT0004050,O00049258,2026-04-09,1,商品破损,540.3,物流,否
RT0004051,O00049283,2026-02-02,2,质量问题,1138.56,商品/运营,是
RT0004052,O00049294,2026-08-04,1,物流延迟,739.28,物流,是
RT0004053,O00049314,2026-03-14,1,无理由退货,1511.53,商品/运营,是
RT0004054,O00049350,2026-05-04,2,描述不符,1492.74,商品/运营,否
RT0004055,O00049357,2026-06-18,1,质量问题,2083.65,商品/运营,是
RT0004056,O00049361,2026-03-25,1,无理由退货,577.32,商品/运营,否
RT0004057,O00049369,2026-03-15,1,商品破损,853.88,物流,否
RT0004058,O00049372,2026-07-08,3,物流延迟,7771.23,物流,是
RT0004059,O00049385,2026-01-19,2,物流延迟,2740.21,物流,是
RT0004060,O00049388,2025-09-17,1,无理由退货,1781.71,商品/运营,否
RT0004061,O00049414,2025-10-22,1,无理由退货,1621.66,商品/运营,是
RT0004062,O00049420,2025-09-16,3,商品破损,591.03,物流,是
RT0004063,O00049424,2026-03-14,4,商品破损,6177.58,物流,否
RT0004064,O00049434,2025-11-16,1,物流延迟,661.56,物流,是
RT0004065,O00049445,2025-11-23,1,尺寸/适配问题,911.53,商品/运营,否
RT0004066,O00049450,2026-01-29,2,物流延迟,2903.68,物流,否
RT0004067,O00049483,2026-01-24,4,质量问题,2221.6,商品/运营,否
RT0004068,O00049501,2026-04-04,2,商品破损,3582.52,物流,是
RT0004069,O00049512,2025-11-21,1,商品破损,983.54,物流,是
RT0004070,O00049564,2026-03-20,1,物流延迟,911.71,物流,是
RT0004071,O00049566,2025-12-26,2,描述不符,3057.92,商品/运营,是
RT0004072,O00049606,2026-01-10,1,无理由退货,1206.53,商品/运营,是
RT0004073,O00049611,2025-08-09,3,尺寸/适配问题,1562.06,商品/运营,是
RT0004074,O00049630,2025-11-09,1,无理由退货,123.47,商品/运营,是
RT0004075,O00049673,2026-05-08,1,质量问题,749.84,商品/运营,是
RT0004076,O00049675,2026-06-04,1,尺寸/适配问题,796.8,商品/运营,否
RT0004077,O00049694,2025-12-30,1,物流延迟,707.02,物流,是
RT0004078,O00049730,2025-10-14,3,质量问题,1815.35,商品/运营,否
RT0004079,O00049738,2025-12-18,1,物流延迟,1919.01,物流,是
RT0004080,O00049740,2026-04-20,4,商品破损,3845.28,物流,否
RT0004081,O00049742,2026-07-08,3,物流延迟,281.4,物流,是
RT0004082,O00049768,2026-07-01,1,质量问题,1293.99,商品/运营,是
RT0004083,O00049786,2025-12-30,2,物流延迟,4031.28,物流,是
RT0004084,O00049796,2026-06-10,3,商品破损,6338.16,物流,是
RT0004085,O00049800,2025-09-29,2,尺寸/适配问题,4270.96,商品/运营,是
RT0004086,O00049804,2025-12-16,2,物流延迟,3708.5,物流,是
RT0004087,O00049808,2026-02-05,1,无理由退货,1313.62,商品/运营,是
RT0004088,O00049822,2026-05-02,1,尺寸/适配问题,338.36,商品/运营,否
RT0004089,O00049850,2026-03-16,1,质量问题,635.42,商品/运营,否
RT0004090,O00049853,2026-07-26,1,商品破损,412.99,物流,是
RT0004091,O00049865,2025-09-09,1,质量问题,1867.11,商品/运营,否
RT0004092,O00049892,2026-04-29,1,质量问题,1700.37,商品/运营,是
RT0004093,O00049893,2026-06-26,1,质量问题,1281.09,商品/运营,是
RT0004094,O00049896,2025-11-27,4,质量问题,4050.42,商品/运营,是
RT0004095,O00049912,2026-07-11,1,描述不符,1741.4,商品/运营,是
RT0004096,O00049930,2026-03-20,2,商品破损,3816.03,物流,是
RT0004097,O00049945,2025-11-15,1,物流延迟,1591.08,物流,是
RT0004098,O00049959,2025-11-03,2,尺寸/适配问题,4034.25,商品/运营,是
RT0004099,O00049991,2025-11-27,3,描述不符,1925.7,商品/运营,否
RT0004100,O00050025,2025-08-21,1,描述不符,110.38,商品/运营,否
RT0004101,O00050027,2026-01-10,1,质量问题,2151.06,商品/运营,是
RT0004102,O00050029,2026-06-26,1,物流延迟,1727.11,物流,是
RT0004103,O00050052,2025-12-07,2,商品破损,1230.58,物流,是
RT0004104,O00050069,2026-03-20,1,描述不符,871.1,商品/运营,是
RT0004105,O00050075,2026-05-29,1,商品破损,934.94,物流,是
RT0004106,O00050081,2025-09-22,1,物流延迟,293.34,物流,否
RT0004107,O00050087,2025-10-25,2,无理由退货,375.76,商品/运营,是
RT0004108,O00050096,2025-08-19,2,物流延迟,986.97,物流,是
RT0004109,O00050105,2025-10-02,1,商品破损,1924.63,物流,是
RT0004110,O00050106,2025-10-21,6,描述不符,11808.08,商品/运营,否
RT0004111,O00050115,2025-11-24,1,尺寸/适配问题,961.72,商品/运营,否
RT0004112,O00050116,2026-01-17,3,无理由退货,6562.64,商品/运营,是
RT0004113,O00050137,2025-10-16,1,质量问题,1106.86,商品/运营,是
RT0004114,O00050142,2026-04-05,1,商品破损,1333.12,物流,否
RT0004115,O00050148,2026-07-28,2,物流延迟,2987.38,物流,是
RT0004116,O00050170,2026-03-09,1,商品破损,1565.13,物流,是
RT0004117,O00050177,2025-09-09,1,尺寸/适配问题,592.66,商品/运营,否
RT0004118,O00050182,2025-09-15,3,物流延迟,7109.13,物流,是
RT0004119,O00050192,2025-12-04,2,质量问题,1599.46,商品/运营,否
RT0004120,O00050227,2026-03-02,1,质量问题,320.86,商品/运营,否
RT0004121,O00050236,2025-10-21,3,物流延迟,3882.04,物流,否
RT0004122,O00050266,2026-05-05,1,物流延迟,2020.53,物流,是
RT0004123,O00050287,2026-05-12,1,无理由退货,721.61,商品/运营,是
RT0004124,O00050309,2025-12-30,2,物流延迟,234.5,物流,否
RT0004125,O00050320,2025-12-17,3,物流延迟,4815.47,物流,否
RT0004126,O00050327,2025-11-15,1,无理由退货,1752.32,商品/运营,是
RT0004127,O00050337,2025-08-16,1,无理由退货,744.81,商品/运营,是
RT0004128,O00050340,2026-08-06,2,描述不符,2106.93,商品/运营,否
RT0004129,O00050347,2025-09-17,2,无理由退货,1021.0,商品/运营,是
RT0004130,O00050362,2026-07-16,1,物流延迟,566.79,物流,否
RT0004131,O00050367,2026-04-01,2,描述不符,467.4,商品/运营,是
RT0004132,O00050374,2026-08-05,1,无理由退货,93.8,商品/运营,是
RT0004133,O00050378,2025-11-27,1,尺寸/适配问题,1314.63,商品/运营,是
RT0004134,O00050385,2025-10-22,1,无理由退货,1119.05,商品/运营,是
RT0004135,O00050389,2026-01-15,1,物流延迟,941.72,物流,否
RT0004136,O00050397,2026-07-05,1,尺寸/适配问题,349.54,商品/运营,否
RT0004137,O00050407,2025-10-30,2,质量问题,307.54,商品/运营,是
RT0004138,O00050440,2025-11-02,1,质量问题,215.0,商品/运营,是
RT0004139,O00050445,2025-11-15,1,质量问题,787.22,商品/运营,否
RT0004140,O00050449,2026-03-07,1,物流延迟,1610.27,物流,是
RT0004141,O00050497,2025-11-16,3,物流延迟,1388.5,物流,是
RT0004142,O00050506,2026-03-03,1,商品破损,499.27,物流,是
RT0004143,O00050520,2026-01-25,1,质量问题,1030.54,商品/运营,是
RT0004144,O00050527,2025-11-27,1,质量问题,832.86,商品/运营,否
RT0004145,O00050529,2025-09-09,1,无理由退货,671.73,商品/运营,是
RT0004146,O00050534,2026-04-12,1,无理由退货,397.51,商品/运营,是
RT0004147,O00050538,2026-05-04,1,物流延迟,841.89,物流,是
RT0004148,O00050540,2026-07-08,1,物流延迟,880.89,物流,否
RT0004149,O00050545,2026-01-01,2,尺寸/适配问题,310.11,商品/运营,是
RT0004150,O00050567,2026-06-02,1,物流延迟,2060.62,物流,是
RT0004151,O00050573,2026-05-28,1,商品破损,641.9,物流,是
RT0004152,O00050593,2025-11-07,4,商品破损,4567.02,物流,是
RT0004153,O00050620,2026-01-31,1,无理由退货,1804.91,商品/运营,是
RT0004154,O00050646,2025-12-18,1,无理由退货,378.76,商品/运营,是
RT0004155,O00050677,2026-07-12,1,物流延迟,366.97,物流,否
RT0004156,O00050683,2026-03-24,2,质量问题,1761.79,商品/运营,否
RT0004157,O00050711,2026-01-07,2,尺寸/适配问题,1811.1,商品/运营,是
RT0004158,O00050713,2025-12-10,4,质量问题,3349.77,商品/运营,是
RT0004159,O00050714,2026-03-26,3,商品破损,2469.26,物流,是
RT0004160,O00050722,2026-07-26,1,物流延迟,768.5,物流,否
RT0004161,O00050732,2026-04-01,1,物流延迟,832.42,物流,是
RT0004162,O00050736,2026-04-25,3,物流延迟,2176.89,物流,是
RT0004163,O00050739,2026-05-20,1,商品破损,911.22,物流,是
RT0004164,O00050741,2026-08-04,1,物流延迟,698.32,物流,是
RT0004165,O00050761,2025-08-18,1,无理由退货,1173.75,商品/运营,是
RT0004166,O00050764,2026-01-15,1,商品破损,1826.46,物流,是
RT0004167,O00050789,2026-05-22,3,无理由退货,2371.99,商品/运营,是
RT0004168,O00050818,2026-05-01,1,质量问题,911.71,商品/运营,是
RT0004169,O00050824,2025-09-03,1,物流延迟,172.09,物流,是
RT0004170,O00050833,2026-05-06,1,描述不符,1352.88,商品/运营,否
RT0004171,O00050843,2026-08-01,1,商品破损,942.15,物流,是
