ticket_id,customer_id,order_id,created_date,ticket_category,contact_channel,priority,resolution_hours,first_contact_resolved,satisfaction_score
TK0004846,C000516,O00052893,2026-04-19,物流咨询,电话,中,16.64,否,4
TK0004847,C000086,O00052903,2025-09-24,发票支付,在线客服,中,10.61,否,5
TK0004848,C002268,O00052924,2025-12-16,物流咨询,电话,高,19.7,否,4
TK0004849,C002405,O00052939,2025-11-11,物流咨询,门店,高,15.07,否,4
TK0004850,C004832,O00052942,2026-06-22,促销规则,电话,中,9.68,否,5
TK0004851,C000797,O00052943,2025-12-22,物流咨询,社交媒体,中,9.17,否,4
TK0004852,C001974,O00052956,2025-11-11,安装使用,门店,低,7.8,是,5
TK0004853,C002335,O00052965,2025-12-31,物流咨询,在线客服,低,27.96,否,3
TK0004854,C004934,O00052967,2026-01-22,物流咨询,门店,低,31.06,否,3
TK0004855,C002035,O00052985,2025-08-11,促销规则,社交媒体,低,5.24,是,3
TK0004856,C002168,O00052998,2026-05-31,物流咨询,社交媒体,中,30.85,否,4
TK0004857,C004554,O00053045,2025-12-29,物流咨询,门店,低,10.73,否,5
TK0004858,C001207,O00053058,2025-08-18,退换货,在线客服,中,34.33,否,3
TK0004859,C004464,O00053076,2025-10-16,物流咨询,电话,低,12.88,否,3
TK0004860,C001730,O00053083,2026-01-02,安装使用,门店,紧急,25.65,否,3
TK0004861,C002366,O00053085,2026-06-13,物流咨询,电话,高,32.04,否,3
TK0004862,C002043,O00053098,2026-06-05,物流咨询,门店,低,24.84,否,3
TK0004863,C003156,O00053116,2025-08-09,发票支付,门店,高,26.02,否,3
TK0004864,C001613,O00053143,2025-11-20,商品质量,电话,中,7.71,是,5
TK0004865,C004997,O00053163,2025-11-01,物流咨询,社交媒体,中,21.4,否,3
TK0004866,C000690,O00053168,2026-04-17,物流咨询,门店,低,8.0,否,4
TK0004867,C004120,O00053174,2025-12-09,物流咨询,在线客服,低,22.95,否,3
TK0004868,C001688,O00053177,2025-11-16,退换货,门店,低,24.95,否,4
TK0004869,C004614,O00053219,2026-04-11,物流咨询,在线客服,中,28.34,否,3
TK0004870,C002446,O00053228,2025-09-11,退换货,在线客服,低,30.39,否,3
TK0004871,C001048,O00053230,2025-09-20,物流咨询,在线客服,中,13.09,否,4
TK0004872,C003364,O00053231,2026-03-04,物流咨询,电话,中,6.51,是,5
TK0004873,C002154,O00053238,2026-03-14,促销规则,社交媒体,中,9.14,否,4
TK0004874,C004651,O00053245,2025-12-08,商品质量,电话,中,28.54,否,4
TK0004875,C001967,O00053259,2026-03-19,促销规则,门店,中,32.67,否,3
TK0004876,C002565,O00053270,2026-02-26,安装使用,社交媒体,中,13.11,否,5
TK0004877,C003653,O00053278,2026-01-28,物流咨询,门店,中,16.59,否,4
TK0004878,C002160,O00053296,2026-04-17,物流咨询,门店,低,24.39,否,3
TK0004879,C001748,O00053304,2025-12-19,发票支付,电话,中,13.37,否,5
TK0004880,C004619,O00053306,2025-11-19,促销规则,电话,紧急,31.62,否,3
TK0004881,C001035,O00053337,2026-02-23,商品质量,电话,紧急,22.97,否,4
TK0004882,C003077,O00053340,2025-10-25,物流咨询,在线客服,中,8.85,否,4
TK0004883,C002691,O00053362,2025-11-30,物流咨询,门店,高,4.26,是,4
TK0004884,C003311,O00053376,2026-03-24,退换货,社交媒体,紧急,27.96,否,4
TK0004885,C004782,O00053433,2026-07-02,商品质量,社交媒体,低,24.73,否,4
TK0004886,C004317,O00053448,2026-03-13,安装使用,门店,中,25.8,否,3
TK0004887,C003829,O00053452,2026-06-26,物流咨询,在线客服,中,24.55,否,3
TK0004888,C003892,O00053453,2025-11-13,商品质量,在线客服,低,31.45,否,3
TK0004889,C004972,O00053463,2026-05-08,退换货,电话,高,9.21,否,4
TK0004890,C001003,O00053467,2025-11-05,物流咨询,电话,低,35.4,否,3
TK0004891,C004034,O00053481,2026-01-06,商品质量,电话,紧急,17.38,否,4
TK0004892,C003479,O00053510,2025-12-03,商品质量,社交媒体,中,9.9,否,5
TK0004893,C002014,O00053514,2026-07-23,物流咨询,在线客服,紧急,35.96,否,3
TK0004894,C004022,O00053519,2025-09-10,发票支付,在线客服,低,25.56,否,4
TK0004895,C003744,O00053520,2026-03-18,退换货,社交媒体,中,7.15,是,4
TK0004896,C001543,O00053535,2025-09-14,退换货,门店,中,7.08,是,5
TK0004897,C001288,O00053546,2026-01-10,商品质量,社交媒体,中,29.61,否,3
TK0004898,C003713,O00053566,2026-03-09,安装使用,社交媒体,低,29.06,否,4
TK0004899,C000098,O00053575,2026-06-11,商品质量,在线客服,中,21.53,否,3
TK0004900,C003316,O00053599,2025-10-16,退换货,门店,中,25.03,否,3
TK0004901,C000989,O00053623,2026-04-05,退换货,在线客服,低,5.54,是,5
TK0004902,C002119,O00053625,2026-04-16,安装使用,电话,中,1.57,是,4
TK0004903,C002866,O00053641,2026-03-23,商品质量,电话,低,23.52,否,4
TK0004904,C000777,O00053656,2025-12-11,商品质量,在线客服,高,26.81,否,3
TK0004905,C004751,O00053669,2026-03-27,退换货,社交媒体,低,26.62,否,4
TK0004906,C004942,O00053677,2026-05-15,商品质量,在线客服,低,23.53,否,4
TK0004907,C003949,O00053678,2026-03-10,退换货,在线客服,中,22.97,否,4
TK0004908,C003821,O00053689,2026-01-27,物流咨询,社交媒体,中,24.01,否,3
TK0004909,C002386,O00053695,2025-10-21,促销规则,社交媒体,低,24.24,否,3
TK0004910,C002738,O00053712,2026-06-04,安装使用,在线客服,低,11.54,否,5
TK0004911,C001751,O00053724,2026-04-14,物流咨询,在线客服,低,1.13,是,5
TK0004912,C004120,O00053743,2026-02-08,物流咨询,在线客服,低,14.53,否,4
TK0004913,C004202,O00053758,2025-09-09,物流咨询,电话,高,10.79,否,3
TK0004914,C001884,O00053782,2026-03-08,物流咨询,电话,中,22.33,否,4
TK0004915,C004573,O00053783,2025-11-15,促销规则,在线客服,高,30.68,否,3
TK0004916,C001239,O00053803,2026-04-06,促销规则,门店,中,7.04,是,5
TK0004917,C004089,O00053807,2026-01-12,发票支付,门店,低,29.07,否,3
TK0004918,C003568,O00053817,2025-12-05,物流咨询,社交媒体,中,23.75,否,4
TK0004919,C004179,O00053828,2026-06-03,物流咨询,门店,中,5.88,是,5
TK0004920,C003669,O00053833,2026-04-18,退换货,在线客服,中,32.17,否,2
TK0004921,C000683,O00053840,2026-02-24,商品质量,门店,低,10.21,否,4
TK0004922,C002290,O00053857,2026-04-24,商品质量,社交媒体,低,1.58,是,5
TK0004923,C003604,O00053867,2026-01-16,物流咨询,门店,中,13.41,否,4
TK0004924,C003843,O00053870,2025-11-30,退换货,社交媒体,中,7.02,是,5
TK0004925,C000682,O00053879,2026-02-08,发票支付,门店,低,33.6,否,3
TK0004926,C002466,O00053904,2026-07-05,商品质量,门店,中,7.87,是,4
TK0004927,C000266,O00053923,2025-11-07,物流咨询,社交媒体,低,34.03,否,3
TK0004928,C000381,O00053942,2025-09-19,物流咨询,在线客服,紧急,27.22,否,3
TK0004929,C003918,O00053948,2025-12-18,商品质量,电话,低,25.04,否,3
TK0004930,C002803,O00053965,2026-03-31,安装使用,社交媒体,低,34.8,否,3
TK0004931,C002938,O00053968,2026-05-01,物流咨询,电话,中,17.12,否,4
TK0004932,C001614,O00053977,2026-01-30,促销规则,社交媒体,高,33.21,否,3
TK0004933,C001812,O00053982,2026-03-16,发票支付,在线客服,中,28.85,否,4
TK0004934,C001729,O00053999,2025-08-09,物流咨询,电话,中,13.39,否,4
TK0004935,C003215,O00054004,2025-10-14,安装使用,门店,低,1.54,是,5
TK0004936,C000377,O00054007,2025-08-14,安装使用,在线客服,低,20.36,否,4
TK0004937,C002233,O00054027,2026-06-11,退换货,在线客服,中,32.97,否,3
TK0004938,C000121,O00054035,2025-09-01,退换货,社交媒体,中,20.75,否,4
TK0004939,C002325,O00054047,2026-04-28,退换货,社交媒体,中,3.91,是,5
TK0004940,C001793,O00054050,2025-11-26,商品质量,社交媒体,低,20.58,否,2
TK0004941,C002354,O00054053,2026-05-27,退换货,在线客服,低,13.13,否,4
TK0004942,C001353,O00054079,2026-02-02,商品质量,在线客服,中,8.77,否,4
TK0004943,C000917,O00054080,2026-06-08,退换货,电话,中,21.06,否,3
TK0004944,C000520,O00054086,2026-02-20,安装使用,在线客服,中,32.58,否,2
TK0004945,C002141,O00054099,2026-07-06,发票支付,在线客服,高,22.14,否,3
TK0004946,C001134,O00054102,2026-01-06,发票支付,门店,低,12.98,否,5
TK0004947,C000935,O00054103,2026-05-01,发票支付,在线客服,中,32.63,否,3
TK0004948,C000937,O00054111,2025-11-19,商品质量,电话,紧急,22.28,否,4
TK0004949,C004604,O00054120,2026-02-01,商品质量,门店,中,21.48,否,3
TK0004950,C003827,O00054144,2026-04-14,物流咨询,社交媒体,中,12.38,否,4
TK0004951,C004523,O00054146,2026-07-31,安装使用,在线客服,高,35.04,否,3
TK0004952,C001007,O00054169,2025-10-18,促销规则,在线客服,高,30.66,否,3
TK0004953,C002053,O00054171,2026-03-23,物流咨询,门店,中,12.08,否,4
TK0004954,C000071,O00054183,2026-01-06,退换货,电话,高,9.15,否,5
TK0004955,C000399,O00054187,2025-09-04,退换货,在线客服,中,22.29,否,4
TK0004956,C004753,O00054198,2026-03-18,安装使用,电话,高,24.69,否,4
TK0004957,C004915,O00054210,2025-08-13,物流咨询,社交媒体,中,13.98,否,4
TK0004958,C004841,O00054211,2026-03-11,物流咨询,电话,低,19.25,否,3
TK0004959,C002802,O00054214,2026-01-29,发票支付,在线客服,高,11.85,否,5
TK0004960,C000818,O00054235,2026-06-24,安装使用,在线客服,高,34.09,否,3
TK0004961,C003354,O00054250,2026-07-08,退换货,门店,紧急,1.73,是,5
TK0004962,C003126,O00054254,2026-05-29,安装使用,电话,高,22.7,否,4
TK0004963,C001818,O00054262,2026-05-05,发票支付,社交媒体,中,20.08,否,3
TK0004964,C000393,O00054267,2025-08-16,发票支付,在线客服,中,11.35,否,4
TK0004965,C003313,O00054291,2025-11-10,物流咨询,门店,中,17.2,否,4
TK0004966,C001602,O00054293,2025-11-12,退换货,社交媒体,中,1.0,是,5
TK0004967,C002852,O00054306,2026-05-29,商品质量,在线客服,中,5.8,是,4
TK0004968,C003112,O00054313,2025-10-11,安装使用,社交媒体,中,32.31,否,3
TK0004969,C001078,O00054315,2026-06-07,物流咨询,在线客服,低,33.99,否,3
TK0004970,C000629,O00054319,2026-02-08,商品质量,社交媒体,高,7.24,是,5
TK0004971,C003759,O00054331,2025-11-05,商品质量,社交媒体,中,11.84,否,4
TK0004972,C001714,O00054338,2026-06-24,物流咨询,门店,中,19.46,否,3
TK0004973,C001477,O00054339,2025-11-24,物流咨询,电话,中,5.24,是,5
TK0004974,C003355,O00054356,2025-11-30,退换货,社交媒体,紧急,10.09,否,5
TK0004975,C001912,O00054360,2026-03-09,退换货,在线客服,低,1.62,是,5
TK0004976,C003171,O00054374,2026-04-22,安装使用,电话,高,17.47,否,4
TK0004977,C002666,O00054389,2025-11-25,物流咨询,社交媒体,低,7.14,是,3
TK0004978,C004834,O00054392,2025-09-23,物流咨询,门店,高,21.77,否,2
TK0004979,C001815,O00054394,2026-05-23,商品质量,电话,高,14.45,否,4
TK0004980,C003928,O00054439,2026-01-23,退换货,门店,高,4.97,是,5
TK0004981,C002412,O00054443,2026-01-14,物流咨询,门店,中,5.23,是,4
TK0004982,C002594,O00054450,2025-10-05,物流咨询,门店,紧急,17.02,否,3
TK0004983,C002794,O00054452,2026-01-12,安装使用,社交媒体,中,10.66,否,5
TK0004984,C003978,O00054453,2026-06-14,促销规则,电话,中,5.58,是,5
TK0004985,C000865,O00054463,2026-04-20,安装使用,社交媒体,高,14.56,否,4
TK0004986,C001704,O00054470,2026-04-28,安装使用,门店,低,24.89,否,3
TK0004987,C004099,O00054472,2026-01-19,退换货,在线客服,低,22.07,否,3
TK0004988,C000325,O00054481,2026-01-22,促销规则,在线客服,低,27.1,否,3
TK0004989,C004275,O00054482,2026-06-15,发票支付,社交媒体,低,34.11,否,3
TK0004990,C002106,O00054496,2026-02-10,物流咨询,电话,中,22.28,否,3
TK0004991,C001594,O00054500,2025-11-29,物流咨询,在线客服,中,17.39,否,4
TK0004992,C000944,O00054506,2025-11-21,商品质量,门店,高,26.5,否,4
TK0004993,C004700,O00054514,2026-07-31,商品质量,门店,高,17.59,否,4
TK0004994,C000804,O00054515,2025-11-05,物流咨询,门店,中,29.6,否,3
TK0004995,C002511,O00054540,2025-12-12,退换货,在线客服,低,24.8,否,3
TK0004996,C004535,O00054553,2026-06-25,商品质量,门店,中,23.86,否,4
TK0004997,C003012,O00054563,2026-02-11,促销规则,门店,低,34.16,否,3
TK0004998,C000047,O00054573,2025-12-14,物流咨询,门店,低,28.22,否,3
TK0004999,C004974,O00054574,2025-09-22,促销规则,在线客服,高,2.42,是,5
TK0005000,C002812,O00054585,2025-09-23,退换货,电话,中,26.87,否,3
TK0005001,C002946,O00054608,2026-07-25,商品质量,门店,中,28.11,否,4
TK0005002,C002610,O00054680,2026-05-14,商品质量,社交媒体,高,27.14,否,4
TK0005003,C004424,O00054686,2026-04-09,物流咨询,门店,低,24.67,否,3
TK0005004,C004991,O00054695,2025-10-27,退换货,在线客服,中,24.21,否,2
TK0005005,C001983,O00054700,2025-12-30,物流咨询,电话,中,35.07,否,2
TK0005006,C004903,O00054716,2025-11-04,发票支付,电话,高,11.78,否,4
TK0005007,C004118,O00054759,2025-10-24,促销规则,在线客服,中,9.57,否,4
TK0005008,C002786,O00054780,2026-05-19,物流咨询,门店,中,17.82,否,3
TK0005009,C004239,O00054789,2025-09-22,物流咨询,门店,中,18.93,否,3
TK0005010,C000437,O00054790,2025-11-19,安装使用,门店,高,28.29,否,4
TK0005011,C000278,O00054794,2026-07-22,促销规则,电话,中,29.65,否,3
TK0005012,C001944,O00054801,2026-02-04,物流咨询,电话,中,27.25,否,3
TK0005013,C003661,O00054806,2026-04-02,物流咨询,社交媒体,中,25.06,否,4
TK0005014,C004166,O00054808,2026-08-06,物流咨询,门店,高,11.67,否,4
TK0005015,C001649,O00054830,2026-08-04,发票支付,在线客服,高,30.62,否,3
TK0005016,C002927,O00054838,2026-06-21,促销规则,社交媒体,中,2.47,是,5
TK0005017,C004774,O00054844,2025-10-27,安装使用,电话,低,20.43,否,5
TK0005018,C001160,O00054863,2026-06-22,退换货,门店,中,25.62,否,3
TK0005019,C004152,O00054877,2025-10-08,商品质量,社交媒体,中,27.99,否,3
TK0005020,C003115,O00054880,2026-07-25,退换货,在线客服,高,1.7,是,5
TK0005021,C004013,O00054891,2025-10-25,促销规则,社交媒体,中,3.51,是,5
TK0005022,C004476,O00054899,2026-02-17,商品质量,门店,低,26.41,否,3
TK0005023,C001496,O00054911,2026-03-04,物流咨询,电话,中,3.95,是,4
TK0005024,C002663,O00054924,2026-03-08,安装使用,门店,低,25.45,否,3
TK0005025,C001353,O00054930,2026-03-05,商品质量,电话,低,31.64,否,3
TK0005026,C004507,O00054933,2026-05-24,物流咨询,门店,紧急,22.39,否,4
TK0005027,C002475,O00054943,2026-03-22,安装使用,社交媒体,中,12.54,否,4
TK0005028,C003265,O00054950,2026-02-04,物流咨询,社交媒体,中,24.7,否,4
TK0005029,C004108,O00054971,2026-01-16,商品质量,社交媒体,低,24.05,否,2
TK0005030,C003709,O00054972,2026-05-12,物流咨询,门店,紧急,9.62,否,4
TK0005031,C000635,O00054984,2025-09-15,商品质量,社交媒体,中,19.57,否,5
TK0005032,C001165,O00054989,2025-08-23,退换货,门店,低,7.72,是,5
TK0005033,C000366,O00054995,2026-05-10,安装使用,电话,高,12.66,否,4
TK0005034,C002456,O00055018,2026-08-02,促销规则,在线客服,低,3.73,是,4
TK0005035,C000239,O00055024,2025-11-25,物流咨询,在线客服,低,30.06,否,3
TK0005036,C001922,O00055035,2026-03-13,安装使用,社交媒体,中,29.28,否,4
TK0005037,C002560,O00055036,2026-05-21,安装使用,电话,紧急,3.41,是,5
TK0005038,C001397,O00055042,2026-04-29,安装使用,社交媒体,低,3.02,是,5
TK0005039,C003609,O00055057,2025-11-24,商品质量,社交媒体,低,5.67,是,5
TK0005040,C004014,O00055061,2026-03-08,退换货,社交媒体,紧急,25.79,否,4
TK0005041,C002399,O00055066,2026-02-15,物流咨询,门店,低,12.76,否,3
TK0005042,C002170,O00055074,2026-05-04,促销规则,门店,高,2.71,是,5
TK0005043,C004360,O00055083,2025-10-16,物流咨询,门店,中,27.41,否,2
TK0005044,C003051,O00055111,2025-09-15,退换货,电话,低,12.03,否,5
TK0005045,C000434,O00055125,2026-01-06,安装使用,在线客服,中,12.59,否,4
TK0005046,C004320,O00055129,2026-07-11,退换货,电话,低,8.94,否,4
TK0005047,C000639,O00055131,2025-11-04,物流咨询,门店,中,34.24,否,2
TK0005048,C001904,O00055147,2025-12-10,发票支付,社交媒体,中,12.31,否,4
TK0005049,C002785,O00055160,2026-01-27,退换货,在线客服,紧急,30.2,否,3
TK0005050,C002836,O00055191,2026-06-21,物流咨询,社交媒体,中,2.56,是,4
TK0005051,C002870,O00055201,2026-08-08,商品质量,在线客服,高,9.53,否,5
TK0005052,C004826,O00055212,2026-07-26,退换货,社交媒体,高,12.11,否,4
TK0005053,C000945,O00055214,2025-11-03,商品质量,在线客服,中,22.97,否,4
TK0005054,C000899,O00055223,2025-09-01,安装使用,门店,低,14.8,否,4
TK0005055,C000207,O00055226,2026-03-06,安装使用,在线客服,中,9.01,否,4
TK0005056,C001766,O00055249,2025-11-18,发票支付,电话,紧急,5.71,是,4
TK0005057,C003970,O00055270,2025-11-12,物流咨询,在线客服,中,9.02,否,4
TK0005058,C003545,O00055273,2026-05-14,物流咨询,门店,中,31.86,否,3
TK0005059,C004225,O00055278,2025-12-31,物流咨询,社交媒体,中,13.95,否,4
TK0005060,C000725,O00055281,2025-11-17,物流咨询,门店,中,17.62,否,4
TK0005061,C000601,O00055290,2026-08-04,退换货,社交媒体,低,24.64,否,4
TK0005062,C004182,O00055297,2026-02-02,物流咨询,社交媒体,中,12.95,否,3
TK0005063,C000254,O00055314,2026-04-07,退换货,门店,高,11.27,否,5
TK0005064,C004140,O00055334,2026-06-01,物流咨询,电话,高,23.59,否,3
TK0005065,C003873,O00055337,2026-02-15,商品质量,电话,中,18.17,否,3
TK0005066,C004608,O00055344,2026-04-25,促销规则,在线客服,高,28.39,否,3
TK0005067,C002217,O00055347,2025-08-21,安装使用,社交媒体,紧急,2.77,是,5
TK0005068,C002980,O00055353,2025-11-15,物流咨询,在线客服,中,12.2,否,5
TK0005069,C003538,O00055362,2026-06-25,退换货,社交媒体,低,34.13,否,3
TK0005070,C004264,O00055366,2025-08-13,退换货,在线客服,高,32.92,否,2
TK0005071,C003640,O00055375,2026-03-15,商品质量,在线客服,低,14.08,否,4
TK0005072,C001754,O00055394,2026-03-22,物流咨询,社交媒体,低,11.83,否,4
TK0005073,C004845,O00055404,2026-07-20,商品质量,电话,中,26.04,否,3
TK0005074,C002810,O00055413,2025-12-26,促销规则,在线客服,低,24.08,否,4
TK0005075,C002634,O00055424,2025-10-18,物流咨询,社交媒体,中,25.91,否,3
TK0005076,C003505,O00055457,2026-03-25,促销规则,门店,低,9.37,否,4
TK0005077,C002444,O00055466,2025-12-23,促销规则,在线客服,低,23.46,否,4
TK0005078,C001729,O00055478,2026-01-07,商品质量,电话,中,2.44,是,5
TK0005079,C002062,O00055479,2026-06-17,物流咨询,在线客服,高,16.65,否,5
TK0005080,C002440,O00055484,2026-04-04,发票支付,电话,中,19.81,否,4
TK0005081,C001591,O00055494,2025-12-31,退换货,在线客服,中,9.71,否,5
TK0005082,C000261,O00055496,2025-12-03,物流咨询,社交媒体,低,8.23,否,5
TK0005083,C000314,O00055500,2026-05-05,安装使用,电话,中,12.49,否,3
TK0005084,C001288,O00055501,2026-05-05,退换货,在线客服,低,13.19,否,4
TK0005085,C002798,O00055513,2025-12-18,物流咨询,门店,中,4.25,是,5
TK0005086,C004550,O00055527,2025-11-05,退换货,电话,低,13.38,否,5
TK0005087,C002981,O00055532,2025-11-26,促销规则,电话,低,23.04,否,4
TK0005088,C002190,O00055540,2025-12-29,退换货,社交媒体,低,28.61,否,4
TK0005089,C004158,O00055542,2025-12-12,安装使用,社交媒体,中,26.39,否,4
TK0005090,C003392,O00055544,2026-06-23,安装使用,电话,低,18.83,否,4
TK0005091,C003624,O00055555,2025-12-29,商品质量,门店,低,8.3,否,4
TK0005092,C000852,O00055561,2026-05-29,物流咨询,电话,中,27.81,否,3
TK0005093,C004988,O00055575,2026-02-08,促销规则,社交媒体,中,25.39,否,3
TK0005094,C003086,O00055584,2025-10-19,发票支付,社交媒体,中,8.87,否,5
TK0005095,C000838,O00055595,2025-08-17,退换货,门店,高,32.59,否,3
TK0005096,C004889,O00055600,2026-05-03,物流咨询,电话,中,17.95,否,4
TK0005097,C001475,O00055619,2025-12-16,物流咨询,社交媒体,中,29.0,否,2
TK0005098,C002706,O00055643,2026-06-07,商品质量,社交媒体,高,6.02,是,5
TK0005099,C002389,O00055655,2026-02-05,商品质量,在线客服,中,8.71,否,4
TK0005100,C004493,O00055672,2026-01-24,退换货,门店,低,27.69,否,4
TK0005101,C001691,O00055688,2025-09-07,促销规则,在线客服,中,1.05,是,5
TK0005102,C001786,O00055727,2025-11-18,物流咨询,门店,中,22.42,否,3
TK0005103,C004954,O00055730,2026-06-08,物流咨询,门店,中,35.12,否,3
TK0005104,C004010,O00055743,2026-04-15,物流咨询,社交媒体,中,23.68,否,4
TK0005105,C000037,O00055748,2026-07-18,退换货,社交媒体,低,32.85,否,2
TK0005106,C002950,O00055756,2025-11-27,安装使用,门店,高,10.61,否,4
TK0005107,C002234,O00055762,2026-05-04,退换货,门店,低,30.39,否,4
TK0005108,C001496,O00055767,2025-10-02,物流咨询,电话,中,14.03,否,3
TK0005109,C000043,O00055773,2026-02-12,退换货,在线客服,中,23.19,否,3
TK0005110,C004150,O00055787,2026-04-15,物流咨询,在线客服,低,2.99,是,5
TK0005111,C001946,O00055824,2026-01-21,物流咨询,社交媒体,中,11.31,否,5
TK0005112,C000229,O00055826,2025-08-15,物流咨询,门店,低,25.5,否,3
TK0005113,C003592,O00055830,2025-12-26,物流咨询,在线客服,中,5.02,是,5
TK0005114,C003844,O00055845,2026-01-28,退换货,门店,中,26.7,否,3
TK0005115,C002400,O00055856,2025-09-26,安装使用,社交媒体,中,17.19,否,5
TK0005116,C004637,O00055888,2026-05-08,物流咨询,电话,中,10.85,否,4
TK0005117,C004160,O00055911,2025-12-01,物流咨询,在线客服,中,15.14,否,3
TK0005118,C001885,O00055944,2026-06-28,物流咨询,电话,中,13.23,否,3
TK0005119,C004239,O00055962,2026-03-07,安装使用,社交媒体,紧急,2.82,是,5
TK0005120,C002319,O00056027,2026-04-10,安装使用,社交媒体,低,19.7,否,4
TK0005121,C002155,O00056062,2025-08-12,物流咨询,社交媒体,高,5.08,是,4
TK0005122,C001711,O00056073,2025-09-25,退换货,门店,紧急,26.51,否,4
TK0005123,C001374,O00056074,2026-03-20,物流咨询,门店,低,34.17,否,3
TK0005124,C002043,O00056075,2026-03-04,商品质量,在线客服,高,14.08,否,3
TK0005125,C001811,O00056081,2026-04-22,促销规则,社交媒体,中,22.66,否,4
TK0005126,C004149,O00056084,2026-03-14,商品质量,社交媒体,高,30.62,否,3
TK0005127,C002456,O00056103,2026-06-14,商品质量,电话,高,30.21,否,3
TK0005128,C001511,O00056120,2026-02-15,商品质量,社交媒体,低,11.76,否,4
TK0005129,C003766,O00056145,2025-12-31,物流咨询,社交媒体,高,2.49,是,4
TK0005130,C000615,O00056177,2026-03-14,物流咨询,门店,高,23.0,否,3
TK0005131,C001192,O00056181,2026-07-26,安装使用,电话,低,26.5,否,4
TK0005132,C000661,O00056203,2026-03-10,物流咨询,在线客服,低,16.24,否,4
TK0005133,C000895,O00056210,2025-12-16,物流咨询,门店,中,27.43,否,3
TK0005134,C004897,O00056225,2025-11-27,促销规则,电话,中,34.43,否,3
TK0005135,C004233,O00056226,2026-02-10,退换货,门店,低,17.0,否,4
TK0005136,C001604,O00056228,2026-05-24,发票支付,电话,中,11.21,否,4
TK0005137,C001305,O00056232,2025-10-16,商品质量,社交媒体,中,35.3,否,4
TK0005138,C002694,O00056266,2026-05-06,发票支付,社交媒体,中,13.96,否,4
TK0005139,C000296,O00056270,2025-11-12,物流咨询,在线客服,中,31.19,否,2
TK0005140,C003751,O00056273,2026-02-02,物流咨询,在线客服,中,27.07,否,2
TK0005141,C003774,O00056289,2026-01-16,物流咨询,社交媒体,低,28.76,否,4
TK0005142,C001851,O00056304,2026-06-26,物流咨询,电话,高,23.55,否,4
TK0005143,C000911,O00056310,2025-09-12,商品质量,门店,中,29.98,否,2
TK0005144,C003618,O00056316,2025-11-16,商品质量,在线客服,高,29.74,否,2
TK0005145,C004874,O00056330,2026-04-19,促销规则,门店,中,34.35,否,3
TK0005146,C004777,O00056352,2026-03-16,退换货,门店,中,32.38,否,3
TK0005147,C001349,O00056372,2026-07-04,物流咨询,电话,高,32.49,否,3
TK0005148,C000256,O00056393,2026-07-20,商品质量,电话,中,31.48,否,3
TK0005149,C002673,O00056429,2025-12-29,促销规则,社交媒体,中,16.13,否,4
TK0005150,C001279,O00056468,2026-04-02,物流咨询,社交媒体,低,24.13,否,3
TK0005151,C001060,O00056481,2026-05-24,发票支付,社交媒体,高,22.33,否,3
TK0005152,C001237,O00056491,2025-08-07,促销规则,门店,低,12.3,否,3
TK0005153,C003535,O00056494,2026-01-31,物流咨询,电话,低,12.56,否,4
TK0005154,C003597,O00056498,2025-12-30,促销规则,电话,低,19.44,否,4
TK0005155,C003855,O00056503,2025-10-23,物流咨询,社交媒体,中,22.64,否,4
TK0005156,C002638,O00056505,2025-12-09,退换货,电话,中,24.82,否,4
TK0005157,C002374,O00056506,2026-04-24,促销规则,电话,低,32.25,否,3
TK0005158,C003262,O00056532,2026-05-15,安装使用,电话,中,10.98,否,4
TK0005159,C000047,O00056534,2026-05-03,促销规则,社交媒体,中,31.57,否,3
TK0005160,C003626,O00056540,2026-03-10,促销规则,电话,低,6.97,是,5
TK0005161,C004617,O00056541,2026-04-24,退换货,在线客服,中,30.75,否,3
TK0005162,C001482,O00056543,2026-05-28,促销规则,社交媒体,中,26.1,否,4
TK0005163,C000498,O00056555,2026-01-04,安装使用,门店,低,12.41,否,5
TK0005164,C003603,O00056561,2026-01-16,发票支付,在线客服,中,23.04,否,3
TK0005165,C004249,O00056564,2026-01-08,商品质量,在线客服,低,18.95,否,3
TK0005166,C003029,O00056569,2025-11-25,物流咨询,社交媒体,中,19.35,否,4
TK0005167,C001003,O00056574,2026-01-12,物流咨询,门店,高,13.93,否,3
TK0005168,C001919,O00056578,2026-05-07,退换货,社交媒体,高,7.0,是,5
TK0005169,C002728,O00056590,2026-05-03,物流咨询,电话,高,10.34,否,4
TK0005170,C004563,O00056614,2026-08-02,商品质量,电话,中,5.95,是,4
TK0005171,C001588,O00056616,2025-09-26,商品质量,在线客服,低,1.34,是,5
TK0005172,C003197,O00056627,2026-04-01,安装使用,门店,中,23.24,否,4
TK0005173,C003938,O00056635,2025-12-16,物流咨询,电话,高,25.79,否,4
TK0005174,C001793,O00056640,2026-02-25,商品质量,在线客服,中,15.92,否,4
TK0005175,C000989,O00056641,2026-06-26,商品质量,在线客服,中,1.77,是,4
TK0005176,C004824,O00056651,2026-01-01,安装使用,社交媒体,中,16.16,否,5
TK0005177,C000216,O00056654,2026-04-29,商品质量,门店,中,18.46,否,4
TK0005178,C002763,O00056655,2026-01-10,安装使用,在线客服,中,28.34,否,3
TK0005179,C004647,O00056678,2026-04-17,物流咨询,在线客服,中,32.97,否,3
TK0005180,C002028,O00056681,2026-06-03,物流咨询,在线客服,中,8.27,否,4
