shipment_id,order_id,warehouse_id,carrier,ship_date,promised_days,actual_delivery_days,delay_days,shipping_cost,delivery_status
SH00050227,O00050227,W01,云仓配,2026-02-19,4,7,3,22.27,延迟
SH00050228,O00050228,W03,云仓配,2026-06-18,3,5,2,15.43,延迟
SH00050229,O00050229,W04,迅联,2026-06-27,3,3,0,22.02,按时
SH00050230,O00050230,W03,云仓配,2026-03-23,3,6,3,19.82,延迟
SH00050231,O00050231,W04,迅联,2026-06-27,3,2,0,23.34,按时
SH00050232,O00050232,W02,顺达,2026-07-20,3,4,1,23.04,延迟
SH00050233,O00050233,W06,京速,2025-11-21,3,1,0,11.58,按时
SH00050234,O00050234,W03,迅联,2025-09-20,4,3,0,23.17,按时
SH00050235,O00050235,W06,顺达,2025-08-31,4,3,0,25.84,按时
SH00050236,O00050236,W02,迅联,2025-10-11,4,7,3,29.89,延迟
SH00050237,O00050237,W03,云仓配,2025-11-26,4,6,2,15.2,延迟
SH00050238,O00050238,W01,迅联,2026-01-29,3,2,0,27.07,按时
SH00050239,O00050239,W06,京速,2025-08-07,2,6,4,28.44,延迟
SH00050240,O00050240,W04,顺达,2026-04-20,4,4,0,42.54,按时
SH00050241,O00050241,W02,城际专线,2026-03-17,3,2,0,11.75,按时
SH00050242,O00050242,W06,城际专线,2026-06-23,4,2,0,15.8,按时
SH00050243,O00050243,W02,城际专线,2026-07-28,2,3,1,37.91,延迟
SH00050244,O00050244,W01,迅联,2026-07-27,3,4,1,24.53,延迟
SH00050245,O00050245,W04,城际专线,2026-05-24,3,2,0,32.02,按时
SH00050246,O00050246,W05,云仓配,2025-10-30,2,6,4,16.47,延迟
SH00050247,O00050247,W04,云仓配,2026-05-21,2,2,0,18.44,按时
SH00050248,O00050248,W06,云仓配,2025-12-17,3,5,2,26.99,延迟
SH00050249,O00050249,W05,京速,2026-07-13,2,1,0,26.78,按时
SH00050250,O00050250,W02,城际专线,2026-07-12,4,5,1,16.61,延迟
SH00050251,O00050251,W01,云仓配,2026-04-10,3,5,2,13.91,延迟
SH00050252,O00050252,W01,迅联,2026-01-05,2,4,2,16.44,延迟
SH00050253,O00050253,W03,京速,2026-01-16,4,3,0,18.23,按时
SH00050254,O00050254,W04,城际专线,2026-02-03,2,4,2,26.04,延迟
SH00050255,O00050255,W03,京速,2026-05-30,2,6,4,29.66,延迟
SH00050256,O00050256,W01,云仓配,2026-03-03,4,5,1,18.54,延迟
SH00050257,O00050257,W05,京速,2026-03-22,2,6,4,24.18,延迟
SH00050258,O00050258,W02,顺达,2026-07-08,4,3,0,30.18,按时
SH00050259,O00050259,W04,云仓配,2025-11-08,3,1,0,18.44,按时
SH00050260,O00050260,W01,京速,2025-08-28,3,2,0,21.43,按时
SH00050261,O00050261,W04,云仓配,2025-08-16,2,3,1,14.0,延迟
SH00050262,O00050262,W05,顺达,2025-09-05,2,3,1,26.35,延迟
SH00050263,O00050263,W02,城际专线,2025-12-10,4,2,0,26.21,按时
SH00050264,O00050264,W02,迅联,2026-01-03,3,3,0,20.0,按时
SH00050265,O00050265,W04,京速,2025-09-14,2,5,3,14.29,延迟
SH00050266,O00050266,W03,迅联,2026-04-24,2,6,4,16.29,延迟
SH00050267,O00050267,W02,顺达,2026-01-01,4,6,2,23.41,延迟
SH00050268,O00050268,W04,云仓配,2025-11-26,2,3,1,24.58,延迟
SH00050269,O00050269,W02,京速,2026-04-04,3,3,0,26.48,按时
SH00050270,O00050270,W03,京速,2025-10-08,2,6,4,17.71,延迟
SH00050271,O00050271,W05,京速,2026-03-05,3,2,0,18.43,按时
SH00050272,O00050272,W06,京速,2025-11-03,3,2,0,29.35,按时
SH00050273,O00050273,W03,顺达,2026-04-19,3,2,0,28.81,按时
SH00050274,O00050274,W03,顺达,2026-04-18,3,2,0,15.45,按时
SH00050275,O00050275,W06,迅联,2025-11-02,2,1,0,36.16,按时
SH00050276,O00050276,W06,迅联,2026-05-30,4,4,0,21.76,按时
SH00050277,O00050277,W03,顺达,2026-02-04,3,4,1,12.21,延迟
SH00050278,O00050278,W02,云仓配,2026-03-12,3,2,0,12.85,按时
SH00050279,O00050279,W01,京速,2026-01-23,3,2,0,20.43,按时
SH00050280,O00050280,W01,顺达,2026-05-01,3,4,1,31.3,延迟
SH00050281,O00050281,W05,京速,2025-12-19,4,5,1,27.62,延迟
SH00050282,O00050282,W02,京速,2026-02-02,3,4,1,15.07,延迟
SH00050283,O00050283,W06,云仓配,2026-03-13,2,4,2,32.84,延迟
SH00050284,O00050284,W04,城际专线,2025-09-14,2,7,5,44.02,延迟
SH00050285,O00050285,W05,迅联,2025-08-21,3,3,0,24.82,按时
SH00050286,O00050286,W04,顺达,2025-10-09,2,2,0,16.3,按时
SH00050287,O00050287,W02,京速,2026-05-06,4,2,0,19.21,按时
SH00050288,O00050288,W02,迅联,2025-12-02,2,2,0,29.42,按时
SH00050289,O00050289,W04,城际专线,2026-02-14,4,4,0,21.82,按时
SH00050290,O00050290,W03,城际专线,2026-06-09,3,3,0,24.58,按时
SH00050291,O00050291,W02,顺达,2025-12-15,4,3,0,21.24,按时
SH00050292,O00050292,W02,顺达,2025-09-23,3,3,0,39.99,按时
SH00050293,O00050293,W04,京速,2026-05-01,4,4,0,21.09,按时
SH00050294,O00050294,W04,迅联,2026-03-21,3,4,1,23.13,延迟
SH00050295,O00050295,W02,顺达,2025-12-06,2,1,0,30.96,按时
SH00050296,O00050296,W03,城际专线,2025-11-20,2,3,1,19.45,延迟
SH00050297,O00050297,W03,京速,2025-10-10,4,4,0,26.28,按时
SH00050298,O00050298,W04,顺达,2025-10-18,2,7,5,20.37,延迟
SH00050299,O00050299,W01,云仓配,2025-10-18,2,4,2,23.52,延迟
SH00050300,O00050300,W05,城际专线,2026-03-08,2,3,1,31.87,延迟
SH00050301,O00050301,W05,京速,2025-12-17,3,4,1,17.68,延迟
SH00050302,O00050302,W02,迅联,2026-03-13,4,4,0,27.88,按时
SH00050303,O00050303,W05,云仓配,2025-11-20,4,3,0,23.1,按时
SH00050304,O00050304,W05,云仓配,2025-11-23,4,7,3,18.98,延迟
SH00050305,O00050305,W01,迅联,2026-06-24,3,5,2,25.25,延迟
SH00050306,O00050306,W03,城际专线,2025-12-08,2,2,0,28.28,按时
SH00050307,O00050307,W01,迅联,2026-04-26,3,4,1,21.22,延迟
SH00050308,O00050308,W01,京速,2026-01-12,2,4,2,24.47,延迟
SH00050309,O00050309,W04,顺达,2025-12-25,3,4,1,21.37,延迟
SH00050310,O00050310,W03,城际专线,2026-07-13,3,3,0,21.27,按时
SH00050311,O00050311,W06,云仓配,2026-07-12,2,3,1,25.92,延迟
SH00050312,O00050312,W03,云仓配,2025-11-06,3,2,0,16.37,按时
SH00050313,O00050313,W04,云仓配,2026-06-13,3,3,0,10.32,按时
SH00050314,O00050314,W05,顺达,2026-03-29,4,5,1,26.27,延迟
SH00050315,O00050315,W02,顺达,2025-12-20,2,4,2,21.51,延迟
SH00050316,O00050316,W04,云仓配,2026-05-04,3,5,2,16.99,延迟
SH00050317,O00050317,W04,顺达,2026-03-01,2,2,0,15.69,按时
SH00050318,O00050318,W03,京速,2026-01-03,4,5,1,18.46,延迟
SH00050319,O00050319,W04,京速,2026-03-17,4,4,0,39.67,按时
SH00050320,O00050320,W05,京速,2025-12-07,2,5,3,37.86,延迟
SH00050321,O00050321,W01,顺达,2026-04-13,4,3,0,30.54,按时
SH00050322,O00050322,W01,城际专线,2025-11-01,3,2,0,38.57,按时
SH00050323,O00050323,W02,城际专线,2026-05-07,4,4,0,28.36,按时
SH00050324,O00050324,W02,京速,2026-02-16,3,3,0,12.43,按时
SH00050325,O00050325,W04,京速,2026-04-07,3,1,0,40.83,按时
SH00050326,O00050326,W03,京速,2026-07-03,2,4,2,25.38,延迟
SH00050327,O00050327,W02,迅联,2025-11-04,4,2,0,23.69,按时
SH00050328,O00050328,W04,迅联,2026-05-08,3,4,1,19.05,延迟
SH00050329,O00050329,W01,京速,2026-04-07,4,3,0,21.24,按时
SH00050330,O00050330,W03,京速,2026-04-19,2,2,0,15.1,按时
SH00050331,O00050331,W04,迅联,2026-05-08,4,3,0,28.44,按时
SH00050332,O00050332,W05,迅联,2025-12-25,2,4,2,11.24,延迟
SH00050333,O00050333,W04,云仓配,2025-10-17,3,6,3,18.61,延迟
SH00050334,O00050334,W04,城际专线,2026-03-06,4,3,0,38.87,按时
SH00050335,O00050335,W04,迅联,2026-07-06,2,5,3,25.67,延迟
SH00050336,O00050336,W02,城际专线,2026-04-16,4,3,0,29.87,按时
SH00050337,O00050337,W02,城际专线,2025-08-10,3,3,0,9.86,按时
SH00050338,O00050338,W06,京速,2026-05-14,3,1,0,29.7,按时
SH00050339,O00050339,W02,迅联,2026-05-06,3,1,0,29.67,按时
SH00050340,O00050340,W03,迅联,2026-07-23,2,5,3,21.47,延迟
SH00050341,O00050341,W01,城际专线,2026-04-22,4,4,0,24.2,按时
SH00050342,O00050342,W06,城际专线,2026-02-17,4,3,0,18.63,按时
SH00050343,O00050343,W04,顺达,2025-09-27,2,4,2,28.72,延迟
SH00050344,O00050344,W02,顺达,2026-04-07,4,1,0,34.52,按时
SH00050345,O00050345,W01,城际专线,2025-08-29,4,2,0,28.44,按时
SH00050346,O00050346,W03,京速,2026-02-01,4,3,0,22.42,按时
SH00050347,O00050347,W04,云仓配,2025-09-11,3,4,1,21.02,延迟
SH00050348,O00050348,W05,京速,2025-11-09,2,5,3,28.45,延迟
SH00050349,O00050349,W04,顺达,2025-11-11,4,1,0,20.64,按时
SH00050350,O00050350,W06,京速,2026-05-14,2,3,1,28.07,延迟
SH00050351,O00050351,W06,顺达,2025-11-17,4,4,0,24.13,按时
SH00050352,O00050352,W04,京速,2026-04-27,2,4,2,29.99,延迟
SH00050353,O00050353,W05,城际专线,2026-06-26,3,5,2,24.67,延迟
SH00050354,O00050354,W02,云仓配,2026-03-07,4,3,0,37.84,按时
SH00050355,O00050355,W01,迅联,2025-08-09,4,6,2,24.38,延迟
SH00050356,O00050356,W04,顺达,2026-05-12,4,2,0,29.67,按时
SH00050357,O00050357,W04,顺达,2026-03-28,4,4,0,44.6,按时
SH00050358,O00050358,W01,城际专线,2025-09-19,4,1,0,31.65,按时
SH00050359,O00050359,W03,云仓配,2025-11-04,2,2,0,44.8,按时
SH00050360,O00050360,W06,城际专线,2026-04-30,2,3,1,22.6,延迟
SH00050361,O00050361,W02,顺达,2026-02-14,2,2,0,11.75,按时
SH00050362,O00050362,W05,云仓配,2026-07-10,2,5,3,21.0,延迟
SH00050363,O00050363,W03,顺达,2026-05-04,4,4,0,13.16,按时
SH00050364,O00050364,W01,迅联,2025-11-03,4,5,1,30.71,延迟
SH00050365,O00050365,W02,云仓配,2025-12-05,2,3,1,24.24,延迟
SH00050366,O00050366,W03,京速,2026-04-25,3,2,0,37.65,按时
SH00050367,O00050367,W02,城际专线,2026-03-22,4,5,1,29.0,延迟
SH00050368,O00050368,W03,顺达,2025-12-12,4,2,0,27.22,按时
SH00050369,O00050369,W01,京速,2025-08-21,2,3,1,15.69,延迟
SH00050370,O00050370,W01,云仓配,2026-05-29,3,3,0,22.79,按时
SH00050371,O00050371,W03,顺达,2026-06-28,2,6,4,23.7,延迟
SH00050372,O00050372,W01,顺达,2025-10-30,3,4,1,16.15,延迟
SH00050373,O00050373,W03,云仓配,2025-11-03,2,3,1,24.35,延迟
SH00050374,O00050374,W06,京速,2026-07-29,4,3,0,20.57,按时
SH00050375,O00050375,W01,迅联,2026-05-08,2,6,4,11.74,延迟
SH00050376,O00050376,W03,京速,2026-02-25,4,4,0,50.8,按时
SH00050377,O00050377,W02,云仓配,2025-08-26,2,2,0,28.1,按时
SH00050378,O00050378,W05,云仓配,2025-11-16,3,4,1,27.44,延迟
SH00050379,O00050379,W06,迅联,2026-05-17,4,2,0,19.46,按时
SH00050380,O00050380,W04,迅联,2025-12-21,4,5,1,21.54,延迟
SH00050381,O00050381,W05,京速,2026-04-02,4,2,0,14.22,按时
SH00050382,O00050382,W01,京速,2026-01-05,4,3,0,36.75,按时
SH00050383,O00050383,W04,顺达,2025-09-11,2,2,0,23.4,按时
SH00050384,O00050384,W03,迅联,2026-05-23,3,3,0,25.23,按时
SH00050385,O00050385,W03,顺达,2025-10-16,4,2,0,16.62,按时
SH00050386,O00050386,W06,顺达,2025-10-31,2,2,0,25.22,按时
SH00050387,O00050387,W04,顺达,2026-02-18,3,4,1,16.6,延迟
SH00050388,O00050388,W02,京速,2026-06-05,3,2,0,27.9,按时
SH00050389,O00050389,W05,城际专线,2026-01-05,4,5,1,26.99,延迟
SH00050390,O00050390,W03,迅联,2026-03-02,2,3,1,29.37,延迟
SH00050391,O00050391,W01,城际专线,2026-06-18,4,4,0,25.92,按时
SH00050392,O00050392,W01,云仓配,2026-02-02,4,2,0,15.19,按时
SH00050393,O00050393,W01,顺达,2025-10-08,4,7,3,30.37,延迟
SH00050394,O00050394,W03,云仓配,2025-11-18,2,3,1,17.01,延迟
SH00050395,O00050395,W05,顺达,2026-01-13,4,5,1,21.7,延迟
SH00050396,O00050396,W05,京速,2026-05-16,2,7,5,31.65,延迟
SH00050397,O00050397,W06,迅联,2026-06-28,4,3,0,10.87,按时
SH00050398,O00050398,W05,云仓配,2026-02-19,4,1,0,20.61,按时
SH00050399,O00050399,W04,城际专线,2025-08-22,3,6,3,35.72,延迟
SH00050400,O00050400,W03,顺达,2026-04-27,2,3,1,26.48,延迟
SH00050401,O00050401,W01,顺达,2026-04-27,4,2,0,21.51,按时
SH00050402,O00050402,W05,京速,2025-11-19,3,2,0,17.1,按时
SH00050403,O00050403,W06,城际专线,2026-04-30,2,2,0,30.19,按时
SH00050404,O00050404,W01,顺达,2026-07-02,2,3,1,22.63,延迟
SH00050405,O00050405,W01,城际专线,2025-12-27,3,2,0,23.12,按时
SH00050406,O00050406,W04,顺达,2026-03-04,4,6,2,31.58,延迟
SH00050407,O00050407,W02,迅联,2025-10-23,4,4,0,27.1,按时
SH00050408,O00050408,W02,城际专线,2025-11-14,4,4,0,29.65,按时
SH00050409,O00050409,W05,云仓配,2026-07-06,3,3,0,43.08,按时
SH00050410,O00050410,W01,迅联,2025-08-03,2,2,0,12.1,按时
SH00050411,O00050411,W02,云仓配,2025-12-13,2,7,5,11.94,延迟
SH00050412,O00050412,W01,京速,2025-08-22,4,3,0,20.67,按时
SH00050413,O00050413,W05,京速,2026-03-04,3,1,0,23.5,按时
SH00050414,O00050414,W01,城际专线,2026-02-25,3,2,0,26.32,按时
SH00050415,O00050415,W06,顺达,2026-04-24,3,4,1,25.23,延迟
SH00050416,O00050416,W02,顺达,2025-12-09,3,3,0,19.73,按时
SH00050417,O00050417,W03,迅联,2025-12-04,3,4,1,29.55,延迟
SH00050418,O00050418,W03,云仓配,2025-10-02,2,2,0,15.12,按时
SH00050419,O00050419,W03,京速,2026-01-01,4,2,0,18.65,按时
SH00050420,O00050420,W03,顺达,2026-04-15,3,3,0,35.35,按时
SH00050421,O00050421,W01,顺达,2025-12-26,2,2,0,13.85,按时
SH00050422,O00050422,W01,云仓配,2025-11-03,3,3,0,33.59,按时
SH00050423,O00050423,W05,京速,2025-12-06,2,2,0,11.76,按时
SH00050424,O00050424,W05,顺达,2025-09-28,4,2,0,19.24,按时
SH00050425,O00050425,W06,迅联,2026-07-11,2,3,1,26.48,延迟
SH00050426,O00050426,W05,云仓配,2026-06-19,4,3,0,39.5,按时
SH00050427,O00050427,W03,云仓配,2026-06-11,3,5,2,23.91,延迟
SH00050428,O00050428,W02,迅联,2026-05-06,2,3,1,22.16,延迟
SH00050429,O00050429,W02,京速,2026-07-18,4,5,1,29.46,延迟
SH00050430,O00050430,W01,京速,2026-05-16,4,6,2,29.11,延迟
SH00050431,O00050431,W01,京速,2026-03-04,2,3,1,21.67,延迟
SH00050432,O00050432,W01,顺达,2026-05-06,4,2,0,27.97,按时
SH00050433,O00050433,W02,迅联,2025-11-25,3,3,0,17.85,按时
SH00050434,O00050434,W03,京速,2026-02-17,4,7,3,26.63,延迟
SH00050435,O00050435,W05,城际专线,2025-10-11,4,2,0,26.61,按时
SH00050436,O00050436,W02,迅联,2026-01-16,2,7,5,33.97,延迟
SH00050437,O00050437,W03,京速,2026-03-09,3,3,0,29.65,按时
SH00050438,O00050438,W03,顺达,2026-04-29,2,5,3,31.16,延迟
SH00050439,O00050439,W01,迅联,2026-01-01,3,3,0,18.46,按时
SH00050440,O00050440,W01,云仓配,2025-10-27,4,3,0,31.82,按时
SH00050441,O00050441,W06,云仓配,2025-10-09,3,3,0,21.1,按时
SH00050442,O00050442,W02,京速,2025-09-15,3,2,0,38.65,按时
SH00050443,O00050443,W02,迅联,2025-10-13,3,3,0,21.5,按时
SH00050444,O00050444,W04,京速,2026-06-29,3,3,0,22.73,按时
SH00050445,O00050445,W03,京速,2025-10-31,2,7,5,28.04,延迟
SH00050446,O00050446,W06,云仓配,2026-06-20,2,3,1,41.85,延迟
SH00050447,O00050447,W05,迅联,2026-06-27,2,2,0,20.13,按时
SH00050448,O00050448,W04,京速,2026-02-28,3,2,0,29.07,按时
SH00050449,O00050449,W04,顺达,2026-02-27,3,4,1,16.3,延迟
SH00050450,O00050450,W01,迅联,2026-04-28,3,3,0,15.27,按时
SH00050451,O00050451,W05,城际专线,2026-04-30,2,5,3,42.95,延迟
SH00050452,O00050452,W02,顺达,2025-08-26,4,2,0,26.94,按时
SH00050453,O00050453,W06,城际专线,2025-12-20,2,4,2,24.97,延迟
SH00050454,O00050454,W01,城际专线,2026-05-19,4,7,3,27.82,延迟
SH00050455,O00050455,W05,云仓配,2025-12-23,4,1,0,31.82,按时
SH00050456,O00050456,W04,云仓配,2026-06-18,4,5,1,20.89,延迟
SH00050457,O00050457,W02,京速,2026-01-01,4,2,0,10.69,按时
SH00050458,O00050458,W01,迅联,2025-11-23,4,2,0,21.12,按时
SH00050459,O00050459,W02,京速,2026-06-13,4,2,0,15.02,按时
SH00050460,O00050460,W03,云仓配,2026-07-18,2,5,3,20.28,延迟
SH00050461,O00050461,W05,迅联,2026-05-06,2,2,0,30.73,按时
SH00050462,O00050462,W03,迅联,2025-09-02,3,4,1,27.13,延迟
SH00050463,O00050463,W05,京速,2026-07-03,3,2,0,26.35,按时
SH00050464,O00050464,W05,城际专线,2025-11-26,4,1,0,23.59,按时
SH00050465,O00050465,W03,京速,2026-05-14,3,3,0,17.09,按时
SH00050466,O00050466,W05,城际专线,2026-06-07,4,3,0,19.85,按时
SH00050467,O00050467,W06,云仓配,2026-06-19,4,3,0,15.11,按时
SH00050468,O00050468,W06,顺达,2025-09-12,2,3,1,32.65,延迟
SH00050469,O00050469,W04,迅联,2026-07-03,4,4,0,24.66,按时
SH00050470,O00050470,W01,城际专线,2026-02-09,4,7,3,21.01,延迟
SH00050471,O00050471,W02,城际专线,2026-03-08,2,2,0,10.64,按时
SH00050472,O00050472,W01,京速,2026-06-01,4,2,0,39.27,按时
SH00050473,O00050473,W01,云仓配,2026-04-02,3,5,2,35.16,延迟
SH00050474,O00050474,W05,京速,2026-02-05,4,3,0,28.55,按时
SH00050475,O00050475,W01,迅联,2025-12-30,4,2,0,33.0,按时
SH00050476,O00050476,W04,顺达,2025-11-18,3,3,0,28.27,按时
SH00050477,O00050477,W06,迅联,2025-08-11,4,2,0,23.48,按时
SH00050478,O00050478,W01,迅联,2026-06-13,2,3,1,30.9,延迟
SH00050479,O00050479,W02,迅联,2026-07-03,4,3,0,30.67,按时
SH00050480,O00050480,W03,顺达,2026-07-04,3,1,0,21.2,按时
SH00050481,O00050481,W05,顺达,2026-03-09,2,3,1,32.82,延迟
SH00050482,O00050482,W05,云仓配,2026-05-02,2,4,2,31.46,延迟
SH00050483,O00050483,W03,京速,2026-04-10,4,2,0,27.36,按时
SH00050484,O00050484,W03,云仓配,2026-04-13,3,3,0,31.2,按时
SH00050485,O00050485,W03,迅联,2025-09-27,2,2,0,27.82,按时
SH00050486,O00050486,W04,迅联,2026-01-22,4,6,2,22.87,延迟
SH00050487,O00050487,W04,迅联,2026-03-20,3,2,0,25.54,按时
SH00050488,O00050488,W01,城际专线,2026-06-06,2,2,0,48.0,按时
SH00050489,O00050489,W05,云仓配,2026-07-04,2,3,1,25.48,延迟
SH00050490,O00050490,W06,城际专线,2026-01-16,3,3,0,12.73,按时
SH00050491,O00050491,W06,城际专线,2026-04-23,4,4,0,28.15,按时
SH00050492,O00050492,W06,城际专线,2026-03-11,3,4,1,32.14,延迟
SH00050493,O00050493,W03,顺达,2025-10-24,2,3,1,16.74,延迟
SH00050494,O00050494,W05,顺达,2026-02-16,4,1,0,25.54,按时
SH00050495,O00050495,W01,云仓配,2025-12-22,4,7,3,22.36,延迟
SH00050496,O00050496,W03,京速,2026-02-17,3,4,1,13.54,延迟
SH00050497,O00050497,W05,城际专线,2025-11-04,2,3,1,20.77,延迟
SH00050498,O00050498,W01,迅联,2026-03-24,3,3,0,28.03,按时
SH00050499,O00050499,W04,顺达,2025-11-18,4,6,2,24.54,延迟
SH00050500,O00050500,W06,京速,2026-07-02,4,2,0,35.2,按时
SH00050501,O00050501,W01,京速,2025-11-06,4,2,0,21.85,按时
SH00050502,O00050502,W02,顺达,2026-04-18,3,3,0,24.32,按时
SH00050503,O00050503,W01,顺达,2026-01-31,2,1,0,23.25,按时
SH00050504,O00050504,W02,城际专线,2026-05-01,4,3,0,28.81,按时
SH00050505,O00050505,W01,迅联,2025-11-25,2,4,2,33.12,延迟
SH00050506,O00050506,W05,迅联,2026-02-25,3,3,0,22.61,按时
SH00050507,O00050507,W02,京速,2025-12-22,4,4,0,26.86,按时
SH00050508,O00050508,W01,城际专线,2025-11-03,2,4,2,29.77,延迟
SH00050509,O00050509,W01,迅联,2025-08-06,3,3,0,27.08,按时
SH00050510,O00050510,W03,城际专线,2025-08-23,2,2,0,18.71,按时
SH00050511,O00050511,W03,城际专线,2026-01-03,2,3,1,38.84,延迟
SH00050512,O00050512,W01,城际专线,2026-03-18,3,3,0,30.9,按时
SH00050513,O00050513,W04,城际专线,2025-08-31,4,3,0,21.16,按时
SH00050514,O00050514,W01,云仓配,2026-01-11,3,3,0,19.34,按时
SH00050515,O00050515,W01,京速,2026-05-03,4,2,0,29.38,按时
SH00050516,O00050516,W03,京速,2025-10-25,2,5,3,22.8,延迟
SH00050517,O00050517,W02,城际专线,2026-06-09,4,6,2,13.56,延迟
SH00050518,O00050518,W04,城际专线,2026-03-24,3,1,0,27.37,按时
SH00050519,O00050519,W02,城际专线,2025-09-09,4,5,1,23.29,延迟
SH00050520,O00050520,W04,迅联,2026-01-21,2,1,0,15.31,按时
SH00050521,O00050521,W06,迅联,2025-12-05,3,3,0,29.82,按时
SH00050522,O00050522,W01,京速,2026-04-19,4,3,0,13.6,按时
SH00050523,O00050523,W06,顺达,2025-12-12,4,4,0,37.13,按时
SH00050524,O00050524,W03,迅联,2025-11-22,2,3,1,22.11,延迟
SH00050525,O00050525,W04,顺达,2026-01-28,3,2,0,27.32,按时
SH00050526,O00050526,W03,顺达,2026-05-27,3,3,0,14.11,按时
SH00050527,O00050527,W03,城际专线,2025-11-20,4,4,0,29.94,按时
SH00050528,O00050528,W01,顺达,2026-07-31,4,6,2,16.35,延迟
SH00050529,O00050529,W01,顺达,2025-09-05,3,3,0,16.17,按时
SH00050530,O00050530,W02,顺达,2026-06-27,3,2,0,12.35,按时
SH00050531,O00050531,W01,京速,2026-07-20,4,6,2,15.11,延迟
SH00050532,O00050532,W02,京速,2025-09-23,4,3,0,36.75,按时
SH00050533,O00050533,W03,迅联,2026-05-30,4,2,0,23.72,按时
SH00050534,O00050534,W03,顺达,2026-03-28,4,6,2,22.81,延迟
SH00050535,O00050535,W05,京速,2026-04-30,4,3,0,28.32,按时
SH00050536,O00050536,W06,迅联,2025-11-26,3,2,0,13.97,按时
SH00050537,O00050537,W05,京速,2025-10-12,3,4,1,26.05,延迟
SH00050538,O00050538,W06,京速,2026-04-25,2,3,1,22.56,延迟
SH00050539,O00050539,W02,迅联,2025-11-23,2,2,0,22.26,按时
SH00050540,O00050540,W06,云仓配,2026-06-29,2,2,0,15.26,按时
SH00050541,O00050541,W02,迅联,2026-04-29,3,1,0,32.63,按时
SH00050542,O00050542,W05,城际专线,2025-12-22,2,1,0,23.4,按时
SH00050543,O00050543,W03,云仓配,2026-02-28,4,2,0,13.32,按时
SH00050544,O00050544,W01,云仓配,2026-04-29,2,6,4,29.71,延迟
SH00050545,O00050545,W01,云仓配,2025-12-23,3,1,0,27.07,按时
SH00050546,O00050546,W04,顺达,2025-10-14,2,3,1,19.53,延迟
SH00050547,O00050547,W02,迅联,2026-04-28,4,3,0,19.08,按时
SH00050548,O00050548,W06,京速,2025-11-20,2,3,1,25.09,延迟
SH00050549,O00050549,W05,云仓配,2025-12-06,4,6,2,32.17,延迟
SH00050550,O00050550,W05,云仓配,2026-04-13,3,7,4,20.83,延迟
SH00050551,O00050551,W06,云仓配,2026-05-12,2,3,1,19.11,延迟
SH00050552,O00050552,W03,云仓配,2026-04-24,2,2,0,21.32,按时
SH00050553,O00050553,W01,京速,2025-09-07,2,2,0,35.14,按时
SH00050554,O00050554,W05,城际专线,2026-06-23,3,4,1,29.89,延迟
SH00050555,O00050555,W01,京速,2025-12-12,3,3,0,28.07,按时
SH00050556,O00050556,W02,城际专线,2025-08-18,4,3,0,32.99,按时
SH00050557,O00050557,W03,城际专线,2025-08-26,3,2,0,20.89,按时
SH00050558,O00050558,W01,京速,2026-04-03,2,4,2,19.48,延迟
SH00050559,O00050559,W01,京速,2026-06-19,3,2,0,19.11,按时
SH00050560,O00050560,W03,京速,2025-10-12,3,2,0,27.81,按时
SH00050561,O00050561,W01,云仓配,2026-02-11,2,3,1,20.58,延迟
SH00050562,O00050562,W04,顺达,2026-05-30,2,5,3,25.78,延迟
SH00050563,O00050563,W04,顺达,2026-06-24,2,2,0,26.15,按时
SH00050564,O00050564,W02,京速,2025-09-23,4,3,0,35.93,按时
SH00050565,O00050565,W01,顺达,2025-09-26,2,3,1,16.42,延迟
SH00050566,O00050566,W02,京速,2025-10-04,2,3,1,33.45,延迟
SH00050567,O00050567,W05,迅联,2026-05-28,4,4,0,14.06,按时
SH00050568,O00050568,W01,城际专线,2025-12-05,4,2,0,40.52,按时
SH00050569,O00050569,W01,京速,2026-04-12,2,2,0,27.35,按时
SH00050570,O00050570,W01,迅联,2026-04-13,2,3,1,19.42,延迟
SH00050571,O00050571,W03,云仓配,2026-07-23,3,4,1,26.17,延迟
SH00050572,O00050572,W04,京速,2026-06-27,4,4,0,23.37,按时
SH00050573,O00050573,W02,迅联,2026-05-21,4,2,0,30.06,按时
SH00050574,O00050574,W06,城际专线,2026-03-08,4,2,0,43.87,按时
SH00050575,O00050575,W04,城际专线,2026-05-20,3,6,3,31.26,延迟
SH00050576,O00050576,W02,京速,2025-09-12,4,3,0,21.09,按时
SH00050577,O00050577,W01,京速,2025-11-15,3,3,0,20.17,按时
SH00050578,O00050578,W05,云仓配,2026-07-08,4,2,0,36.78,按时
SH00050579,O00050579,W05,顺达,2026-02-28,3,4,1,32.92,延迟
SH00050580,O00050580,W03,云仓配,2025-11-27,2,3,1,19.31,延迟
SH00050581,O00050581,W03,迅联,2025-12-27,4,5,1,24.41,延迟
SH00050582,O00050582,W01,城际专线,2025-12-19,3,3,0,17.58,按时
SH00050583,O00050583,W04,城际专线,2026-04-03,4,4,0,30.18,按时
SH00050584,O00050584,W03,城际专线,2026-03-18,4,4,0,20.54,按时
SH00050585,O00050585,W03,城际专线,2026-07-11,2,3,1,30.75,延迟
SH00050586,O00050586,W03,顺达,2025-08-08,3,2,0,28.74,按时
SH00050587,O00050587,W01,迅联,2026-05-28,4,3,0,28.82,按时
